Frame,Time (s),Acceleration (cm/s^2),Velocity (cm/s)
0,0.0,-683.5751922556294,0.0
1,0.03335858585858586,-677.1548591367159,-22.731823894217438
2,0.06671717171717172,-657.6850872268216,-45.03288523137002
3,0.10007575757575757,-624.6280461998222,-66.47438411502823
4,0.13343434343434343,-577.2537165398369,-86.57490235864313
5,0.16679292929292927,-514.9491805575802,-104.82573853626661
6,0.20015151515151514,-437.62664315685095,-120.73753612552777
7,0.233510101010101,-346.0842198733915,-133.8403153548911
8,0.26686868686868687,-242.27231057068684,-143.6899836174166
9,0.30022727272727273,-129.227342950201,-149.93865949138618
10,0.33358585858585854,-11.081024849462358,-152.31121021028568
11,0.3669444444444444,107.51078778818946,-150.69068239307424
12,0.40030303030303027,221.86585060242504,-145.1388841844852
13,0.43366161616161614,327.7177492579015,-135.8963852550258
14,0.467020202020202,421.6635485929377,-123.35777095049532
15,0.5003787878787879,501.6960378602807,-107.92886710907092
16,0.5337373737373737,566.8012342209842,-90.06465256536443
17,0.5670959595959596,616.8940063903268,-70.24588437266708
18,0.6004545454545455,652.4899261041049,-48.97389894128335
19,0.6338131313131312,674.3411488991533,-26.770507075778678
20,0.6671717171717171,683.1656517548437,-4.095380813684084
21,0.700530303030303,679.1837877277347,18.665602658207707
22,0.7338888888888888,662.1508979321393,41.08435530957537
23,0.7672474747474747,631.5151262436341,62.71292362378364
24,0.8006060606060605,586.5808030542867,83.08348859788333
25,0.8339646464646464,526.7927291623281,101.70836574261158
26,0.8673232323232323,452.0849593152554,118.08641014343186
27,0.9006818181818181,363.01961886229634,131.774486222932
28,0.934040404040404,261.27404045208175,142.25930964107405
29,0.9673989898989899,149.67773597007564,149.13021503060844
30,1.0007575757575757,32.07119035552132,152.13355194125276
31,1.0341161616161616,-86.95253133738561,151.172684839692
32,1.0674747474747475,-202.4592249701171,146.30799310957843
33,1.1008333333333333,-309.9875633178213,137.7478269899192
34,1.1341919191919192,-406.2103418724138,125.79728559158023
35,1.167550505050505,-488.7462001175968,110.83145043707135
36,1.200909090909091,-556.4242626135338,93.29292453347198
37,1.2342676767676768,-609.0522055886208,73.69181285797546
38,1.2676262626262624,-647.0767666699007,52.605722357889086
39,1.3009848484848483,-671.277542847672,30.582506549817587
40,1.3343434343434342,-682.3228979665143,7.97411233200063
41,1.36770202020202,-680.4526275536498,-14.802511839186797
42,1.401060606060606,-665.5580795034839,-37.31170027663813
43,1.4344191919191918,-637.1967721639552,-59.101450798434094
44,1.4677777777777776,-594.7428029144859,-79.70342472784283
45,1.5011363636363635,-537.637768378026,-98.64405668661733
46,1.5344949494949494,-465.5593400094929,-115.46621175689828
47,1.5678535353535352,-378.9332711736105,-129.61068694512255
48,1.601212121212121,-279.20385319354483,-140.59894950503914
49,1.634570707070707,-168.9845298686883,-148.0626107286929
50,1.6679292929292928,-52.04879722440453,-151.74342594642445
51,1.7012878787878787,66.91062704968249,-151.49574099695084
52,1.7346464646464645,183.1648193661083,-147.3472414095808
53,1.7680050505050504,292.240679393704,-139.43942703124634
54,1.8013636363636363,390.4757394141569,-128.01692659534376
55,1.8347222222222221,475.370012508281,-113.44521432709662
56,1.868080808080808,545.5751656204766,-96.21060994355565
57,1.9014393939393939,600.7024455244886,-76.92027865359896
58,1.9347979797979797,641.1307215183793,-56.170958399030035
59,1.9681565656565656,667.6368559619782,-34.31110911941687
60,2.0015151515151515,680.8007158013958,-11.771591001949533
61,2.0348737373737373,680.9874860553631,11.006987974671324
62,2.068232323232323,668.2157239399893,33.57783086295367
63,2.101590909090909,642.1574971985627,55.487951746614115
64,2.134949494949495,602.23526796854,76.30148158092278
65,2.168308080808081,547.7215630177508,95.5550461033713
66,2.2016666666666667,478.19917110903873,112.70787656463227
67,2.2350252525252525,393.9392589497724,127.26641922218272
68,2.2683838383838384,296.2293592918136,138.78848211015892
69,2.3017424242424243,187.59082071466148,146.8832350393564
70,2.33510101010101,71.70961388541568,151.2335162969876
71,2.368459595959596,-47.05248153156932,151.67892700209623
72,2.401818181818182,-163.87577128173953,148.17079295415903
73,2.4351767676767677,-274.26042198238713,140.8196097196148
74,2.4685353535353536,-374.44654149324344,129.89959397743712
75,2.501893939393939,-461.6604171800817,115.84868351913464
76,2.535252525252525,-534.3095140939821,99.19886178220179
77,2.5686111111111107,-592.0019741604441,80.38235249315964
78,2.6019696969696966,-634.9283815652436,59.86836658589963
79,2.6353282828282825,-663.7014066072614,38.130846064230106
80,2.6686868686868683,-679.0173132511896,15.646021403801353
81,2.702045454545454,-681.3930701858948,-7.1076431916021585
82,2.73540404040404,-671.0141751723222,-29.71418606947139
83,2.768762626262626,-647.4880916810251,-51.76050838791606
84,2.802121212121212,-610.0881455115949,-72.77705883326124
85,2.8354797979797977,-558.0707784997747,-92.28887938456788
86,2.8688383838383835,-490.9938438207716,-109.81560531363274
87,2.9021969696969694,-409.0899541742787,-124.87146518498858
88,2.9355555555555553,-313.6061800776297,-136.9691259116031
89,2.968914141414141,-206.74801250799962,-145.70693582882413
90,3.002272727272727,-91.930289715133,-150.7295738446901
91,3.035631313131313,26.561142117693212,-151.8184500883205
92,3.0689898989898987,144.04259609474855,-148.93130591165595
93,3.1023484848484846,255.8751091751247,-142.20221388945833
94,3.1357070707070704,357.9722862575068,-131.92843542094414
95,3.1690656565656563,447.5121015627257,-118.46964857602731
96,3.202424242424242,522.7218611442455,-102.24979409834937
97,3.235782828282828,582.9228656773239,-83.73462030062872
98,3.269141414141414,628.2706444251534,-63.42659965417457
99,3.3024999999999998,659.3933821853349,-41.864928788886814
100,3.3358585858585856,677.0914405082683,-19.543500954240674
101,3.3692171717171715,681.8443422337718,3.1558050351223064
102,3.4025757575757574,673.6919934491102,25.81273324837402
103,3.4359343434343432,652.3282811055111,47.98795519410751
104,3.469292929292929,617.1766865294745,69.22309994285851
105,3.502651515151515,567.5998126189745,89.0407541271053
106,3.536010101010101,503.19730178687365,106.95356889396757
107,3.5693686868686867,423.9668611843254,122.51048477311174
108,3.6027272727272726,330.82462352285677,135.16510641336797
109,3.6360858585858584,225.7877227682408,144.46174006151915
110,3.6694444444444443,112.01059738319503,150.0764741764564
111,3.70280303030303,-6.331287470598492,151.81717942917882
112,3.736161616161616,-124.35801438292707,149.62372610991497
113,3.769520202020202,-237.3895386338652,143.59614101764222
114,3.8028787878787877,-341.37565573383745,133.95346371913726
115,3.8362373737373736,-433.1656097206417,120.9986929847291
116,3.8695959595959595,-510.829224027819,105.13304545315795
117,3.9029545454545453,-573.5440715395034,86.85595563157548
118,3.936313131313131,-621.3286384600651,66.76507589554473
119,3.969671717171717,-654.7801752974569,45.44397557325162
120,4.003030303030303,-674.6715507467645,23.239399794880494
121,4.036388888888888,-681.4653296468063,0.572823024438512
122,4.069747474747475,-675.3350687415713,-22.1195921571037
123,4.10310606060606,-656.0951755385125,-44.39095931367676
124,4.136464646464646,-623.2647329641238,-65.78366815411682
125,4.169823232323232,-576.2323623655757,-85.84608830874355
126,4.203181818181818,-514.3919600040665,-104.11561019675871
127,4.2365404040404036,-437.63280213193275,-120.04097459682045
128,4.26989898989899,-346.6844153102186,-133.13352684286914
129,4.303257575757575,-243.38593306318393,-142.97865543357872
130,4.336616161616162,-130.81531484580296,-149.2357920323594
131,4.369974747474747,-13.128330871613503,-151.65757836715323
132,4.403333333333333,105.09955301459014,-150.17189162308895
133,4.436691919191919,219.0898561264852,-144.7946620042913
134,4.470050505050505,324.6498644425188,-135.6834614964837
135,4.5034090909090905,418.53916666610746,-123.14635564473161
136,4.536767676767677,498.6085883804514,-107.64190355344086
137,4.570126262626262,563.7446830443732,-89.77912870065171
138,4.6034848484848485,613.9149052975159,-70.1056491182295
139,4.636843434343434,649.6979995980205,-48.996207510876985
140,4.67020202020202,671.7154414467543,-26.902140087922632
141,4.703560606060606,680.5339044214674,-4.27555657987774
142,4.736919191919192,676.45176098421,18.430659761568172
143,4.770277777777777,659.4140296344566,40.76326216796284
144,4.803636363636364,628.9973675480857,62.318068562883326
145,4.836994949494949,584.445193820576,82.62170680530592
146,4.870353535353535,525.08698475535,101.16165482219625
147,4.903712121212121,450.7148037462741,117.44972372810122
148,4.937070707070707,361.9470069569941,131.02205782515279
149,4.970429292929293,260.53411393007116,141.43913460306467
150,5.003787878787878,149.4208220667493,148.31162372759897
151,5.037146464646464,32.42368497631578,151.38787487880458
152,5.07050505050505,-85.837504919401,150.5131836624708
153,5.103863636363636,-200.6779354075038,145.7009696991196
154,5.1372222222222215,-307.8136623083035,137.13843846839492
155,5.170580808080808,-403.7202885523926,125.1865813090615
156,5.203939393939393,-486.0187380950513,110.31240649481876
157,5.2372979797979795,-553.6300551838198,92.94154324062524
158,5.270656565656565,-606.2775331392214,73.54446200834343
159,5.304015151515151,-644.3512273692293,52.60303182593602
160,5.337373737373737,-668.5458468923621,30.609706989230897
161,5.370732323232323,-679.5452981876382,8.065084579734322
162,5.404090909090908,-677.7972172618823,-14.615134944321355
163,5.437449494949495,-663.1464196575599,-37.025974145323936
164,5.47080808080808,-635.0555758034589,-58.72211237104296
165,5.504166666666666,-592.8156787720515,-79.24260667863537
166,5.537525252525252,-535.8032026804364,-98.1108918346409
167,5.570883838383838,-463.82642366896897,-114.83478031498656
168,5.604242424242424,-377.47107449112974,-128.91831943605214
169,5.63760101010101,-278.1533118876141,-139.94372667660426
170,5.670959595959595,-168.54267087368194,-147.46114038479897
171,5.704318181818182,-52.3271982955863,-151.15553328433927
172,5.737676767676767,66.09190340845188,-150.88377977720157
173,5.771035353535353,181.98269777835557,-146.67465594363625
174,5.804393939393939,290.73400641017747,-138.72883954216792
175,5.837752525252525,388.627500275403,-127.37405190714836
176,5.8711111111111105,473.3070496649663,-112.97823792388037
177,5.904469696969697,543.3601415482773,-95.97320250703943
178,5.937828282828282,598.4135260647294,-76.83127730954442
179,5.9711868686868685,638.808328323666,-56.06517857636746
180,6.004545454545454,665.2375412475799,-34.227566043738754
181,6.03790404040404,678.4658003173652,-11.784826602098706
182,6.071262626262626,678.8336020577693,10.890165979526
183,6.104621212121212,666.2483687446522,33.37291001223974
184,6.137979797979797,640.2887900525697,55.21992489869161
185,6.171338383838384,600.3249832309241,75.96875113308016
186,6.204696969696969,545.7651121973331,95.13795030114896
187,6.2380555555555555,476.3623891146119,112.24215500366682
188,6.271414141414141,392.3803015951538,126.82552992393227
189,6.304772727272727,295.11756817047035,138.35270839931667
190,6.338131313131313,186.9852166523592,146.40106292017225
191,6.371489898989899,71.48464873282822,150.68744020939317
192,6.404848484848484,-46.97880990158058,151.06816122241386
193,6.438207070707071,-163.4717132842427,147.53949288422805
194,6.471565656565656,-273.5136321560309,140.25379172807098
195,6.504924242424242,-373.3589547895516,129.4675216472068
196,6.538282828282828,-460.2626146079028,115.51747798691272
197,6.571641414141414,-532.6894211647092,98.82900314362362
198,6.6049999999999995,-590.139921868802,79.9159865649348
199,6.638358585858586,-632.8472613462504,59.380864749598516
200,6.671717171717171,-661.520827676996,37.761558424590135
201,6.705075757575757,-676.8537111067476,15.406249277145745
202,6.738434343434343,-679.2015472780025,-7.260931966828719
203,6.771792929292928,-668.6025938105382,-29.8031353947023
204,6.805151515151515,-644.7483421987698,-51.771055071577706
205,6.8385101010101,-607.0922256047647,-72.70292904028659
206,6.8718686868686865,-555.0386700817138,-92.14649080703126
207,6.905227272727272,-488.1129028357604,-109.62578940523512
208,6.938585858585858,-406.47525119977036,-124.59029085927513
209,6.971944444444444,-311.2151340028443,-136.56735547506432
210,7.00530303030303,-204.5740669291174,-145.1693859395329
211,7.038661616161615,-90.00606008557382,-150.093827320626
212,7.072020202020202,28.07706238859848,-151.14337199496975
213,7.105378787878787,145.04468126162783,-148.29808924788927
214,7.138737373737373,256.252633188597,-141.62663332212728
215,7.172095959595959,357.80407814598476,-131.3323636112569
216,7.205454545454545,446.8472464524361,-117.76000962329839
217,7.2388131313131305,521.6395804711251,-101.39567098072146
218,7.272171717171717,581.4262609654501,-82.8656619052913
219,7.305530303030302,626.4404719360905,-62.68966217526384
220,7.338888888888889,657.3200586476369,-41.243105882095456
221,7.372247474747474,674.6730179526464,-18.971664074635417
222,7.40560606060606,678.9702736931821,3.676763576509213
223,7.438964646464646,670.3738007742177,26.252048778968685
224,7.472323232323232,648.6973220339196,48.30261212305233
225,7.5056818181818175,613.4191623646053,69.42167015485288
226,7.539040404040404,563.7879534848611,89.12055093376809
227,7.572398989898989,499.2637679227317,106.88264130385267
228,7.6057575757575755,419.88962331112685,122.22388619461039
229,7.639116161616161,326.63962554061555,134.6927886209904
230,7.672474747474747,221.68030990202874,143.87040968339062
231,7.705833333333333,108.31512443967844,149.40773811805656
232,7.739191919191919,-9.348257191718742,151.09702004340537
233,7.772550505050504,-126.59712670440857,148.83789567903113
234,7.805909090909091,-238.85479326124414,142.69846580130934
235,7.839267676767676,-342.1076211319831,132.91711660151574
236,7.872626262626262,-433.208024535107,119.90251968582506
237,7.905984848484848,-510.2374998532692,104.13456519314109
238,7.939343434343434,-572.4525110411565,86.04431022897076
239,7.97270202020202,-619.828552542516,66.10367092355538
240,8.006060606060606,-652.8814396022981,44.792198267059725
241,8.039419191919192,-672.3131869892568,22.597073688927793
242,8.072777777777777,-678.7289851097754,0.008216298904634838
243,8.106136363636363,-672.4259849359782,-22.573242172146863
244,8.13949494949495,-653.0975945637633,-44.72920002080875
245,8.172853535353536,-620.1155070795209,-66.00616370714876
246,8.20621212121212,-572.7618970218796,-85.9381096823116
247,8.239570707070706,-510.51981409842796,-104.04648438852303
248,8.272929292929293,-433.4340932239253,-119.8402042590834
249,8.306287878787879,-342.430176224374,-132.8295971697474
250,8.339646464646464,-239.3176184667508,-142.59941271107954
251,8.37300505050505,-127.16713709982616,-148.75047187118534
252,8.406363636363636,-9.972926412142147,-151.03223884951575
253,8.43972222222222,107.69791198072642,-149.36343066624198
254,8.473080808080807,221.12237273316936,-143.8320171622546
255,8.506439393939393,326.00467282198457,-134.6809883421052
256,8.53979797979798,419.2104583275624,-122.23497310277293
257,8.573156565656564,498.59598460542105,-106.89055304681433
258,8.60651515151515,563.1698177841212,-89.09770818209198
259,8.639873737373737,612.8568070790784,-69.35835652756718
260,8.673232323232323,648.1547081780028,-48.22635411329671
261,8.706590909090908,669.8361938729798,-26.21315560981429
262,8.739949494949494,678.4632523471137,-3.692280743145379
263,8.77330808080808,674.1933854345034,18.916664314193824
264,8.806666666666667,656.8470662300566,41.176853731842314
265,8.840025252525251,625.9440769537655,62.6344588933533
266,8.873383838383837,580.8750997732698,82.81864839619864
267,8.906742424242424,521.1632084645499,101.25402514556436
268,8.94010101010101,446.6239002138995,117.4857129518946
269,8.973459595959595,357.88541230081944,130.9626813457153
270,9.006818181818181,256.6131653742648,141.22189173244485
271,9.040176767676767,145.61975409685607,147.91646879704868
272,9.073535353535354,28.814496073632238,150.81570050404255
273,9.106893939393938,-89.07036002736562,149.80709318756897
274,9.140252525252524,-203.38807369568215,144.9472679328474
275,9.17361111111111,-309.8493486244054,136.4037641103805
276,9.206969696969697,-405.0235318662491,124.44187265156057
277,9.240328282828282,-486.648533933344,109.43996911119979
278,9.273686868686868,-553.5806657072854,91.88951366752667
279,9.307045454545454,-605.5764121357944,72.3950511221911
280,9.34040404040404,-643.0905511320027,51.53431402015587
281,9.373762626262625,-666.8682778168895,29.654182576559442
282,9.407121212121211,-677.4274932175325,7.1836246482191655
283,9.440479797979798,-675.0506306122314,-15.438719522021396
284,9.473838383838384,-659.6771083829453,-37.76660048791191
285,9.507196969696968,-630.9295263580298,-59.34615959979329
286,9.540555555555555,-588.2287363995009,-79.7389100118804
287,9.573914141414141,-530.9120434145076,-98.47754011939888
288,9.607272727272727,-458.70813467344004,-115.02358053159254
289,9.640631313131312,-372.0911471348051,-128.89192326929273
290,9.673989898989898,-272.582907960317,-139.6548040304181
291,9.707348484848485,-162.9314436665782,-146.94180218997002
292,9.74070707070707,-46.97144740039934,-150.4667139112752
293,9.774065656565655,70.86953424889559,-150.09966948835213
294,9.807424242424242,185.83690840340284,-145.82338804893382
295,9.840782828282828,293.60300428209325,-137.77708901779468
296,9.874141414141414,390.642729256081,-126.25902235174009
297,9.907499999999999,474.4353495922127,-111.72646853960697
298,9.940858585858585,543.6023880055102,-94.70331022567036
299,9.974217171717171,597.899034916244,-75.62286281200919
